text,label
"Is this product available for purchase?",check_stock_availability
"I want to know if it's available before ordering.",check_stock_availability
"Has the stock run out?",check_stock_availability
"Could you please check if there are any left?",check_stock_availability
"Is this item in stock or out of stock?",check_stock_availability
"Is the quantity limited?",check_stock_availability
"Can you tell me the stock status for this product?",check_stock_availability
"Is there still a chance to buy it?",check_stock_availability
"When will this product be available again?",check_stock_availability
"When do you expect it to be back in stock?",check_stock_availability
"Can you notify me when it's available?",check_stock_availability
"Can I reserve a piece?",check_stock_availability
"When will the stock be replenished?",check_stock_availability
"Is there a new shipment on the way?",check_stock_availability
"Why is this product always unavailable?",check_stock_availability
"Has it been discontinued?",check_stock_availability
"How often do you restock?",check_stock_availability
"When will the next batch arrive?",check_stock_availability
"When will this be available again?",check_stock_availability
"Is this a regularly stocked item?",check_stock_availability
"Available now or sold out?",check_stock_availability
"Is the product available or has the quantity run out?",check_stock_availability
"Is this item still available?",check_stock_availability
"I want to check the availability of this product.",check_stock_availability
"How many pieces are left?",check_stock_availability
"Can I buy it now?",check_stock_availability
"Do you have this product?",check_stock_availability
"Is the product available in all branches?",check_stock_availability
"Is there any chance of finding it?",check_stock_availability
"It's out of stock, when will it be back?",check_stock_availability
"Can I be put on a waiting list?",check_stock_availability
"Why can't I add it to the cart? Is it sold out?",check_stock_availability
"Is this product available in bulk?",check_stock_availability
"Do you still have stock of it?",check_stock_availability
"When was the last time it was available?",check_stock_availability
"Will it be restocked soon?",check_stock_availability
"Do you have any remaining stock?",check_stock_availability
"Is the entire quantity sold out?",check_stock_availability
"The product is unavailable, is this temporary?",check_stock_availability
"Is this product available for pre-order?",check_stock_availability
"السعر كام لو سمحت؟",ask_product_price
"ده بكام؟",ask_product_price
"عايز أعرف سعر المنتج ده.",ask_product_price
"تكلفته كام؟",ask_product_price
"القطعة دي واقفة على كام؟",ask_product_price
"كم يبلغ ثمن هذا؟",ask_product_price
"من فضلك، ممكن أعرف السعر؟",ask_product_price
"سعر الوحدة كام؟",ask_product_price
"التكلفة الإجمالية كام؟",ask_product_price
"ممكن قائمة الأسعار؟",ask_product_price
"سعر العبوة الصغيرة كام؟",ask_product_price
"الكرتونة بكام؟",ask_product_price
"سعر الكيلو من ده كام؟",ask_product_price
"السعر شامل الضريبة؟",ask_product_price
"السعر الرسمي كام؟",ask_product_price
"هل السعر ده نهائي؟",ask_product_price
"السعر بالجنيه المصري؟",ask_product_price
"عايز أستفسر عن السعر.",ask_product_price
"السعر كام بعد الخصم؟",ask_product_price
"لو هاخد كمية، السعر هيكون كام؟",ask_product_price
"أنا عايز أعرف سعره",ask_product_price
"ما هو سعر المنتج؟",ask_product_price
"بكام القطعة؟",ask_product_price
"ما تكلفة هذا؟",ask_product_price
"السعر كام لو هشتري دستة؟",ask_product_price
"هل السعر ده شامل الشحن؟",ask_product_price
"ممكن أعرف تكلفة المنتج ده؟",ask_product_price
"سعر المنتج ده كام في السوق؟",ask_product_price
"هل السعر ده قابل للتفاوض؟",ask_product_price
"السعر على الموقع كام؟",ask_product_price
"كم سعر هذا الصنف؟",ask_product_price
"هل يمكنك إعطائي السعر؟",ask_product_price
"أريد أن أعرف كم يكلف.",ask_product_price
"السعر للقطعة الواحدة من فضللك.",ask_product_price
"ما هو السعر النهائي؟",ask_product_price
"هل السعر المعروض هو سعر التجزئة؟",ask_product_price
"كم تبلغ تكلفة هذا المنتج؟",ask_product_price
"أريد قائمة بأسعار المنتجات المماثلة.",ask_product_price
"كم سيكلفني هذا؟",ask_product_price
"هل يوجد سعر خاص للكميات الكبيرة؟",ask_product_price
"السعر بعد إضافة الضرائب كام؟",ask_product_price
"كم يكلف هذا المنتج؟",ask_product_price
"أريد معرفة السعر قبل أن أقرر.",ask_product_price
"هل السعر يختلف حسب اللون؟",ask_product_price
"ما هو متوسط ​​سعر هذا المنتج؟",ask_product_price
"السعر للعملاء الجدد هو نفسه؟",ask_product_price
"هل هناك أي رسوم إضافية على هذا السعر؟",ask_product_price
"أريد عرض أسعار رسمي.",ask_product_price
"ده عامل كام؟",ask_product_price
"عايز أعرف تمنه.",ask_product_price
"سعره كام ده؟",ask_product_price
"بكام ده يا باشا؟",ask_product_price
"ممكن السعر من فضلك؟",ask_product_price
"قولي ده بكام.",ask_product_price
"التسعيرة إيه؟",ask_product_price
"واقف عليا بكام؟",ask_product_price
"السعر كام يا جماعة؟",ask_product_price
"لو سمحت، ده بكام؟",ask_product_price
"الحتة دي بكام؟",ask_product_price
"لو عايز كرتونة تبقى بكام؟",ask_product_price
"ممكن أعرف السعر النهائي؟",ask_product_price
"الكيلو عامل كام؟",ask_product_price
"هل ده سعره ولا لسه فيه خصم؟",ask_product_price
"طيب والأسعار إيه؟",ask_product_price
"سعره في المتناول؟",ask_product_price
"ده سعره شامل أي حاجة تانية؟",ask_product_price
"تكلفته الإجمالية هتبقى كام؟",ask_product_price
"لو هاخد كمية السعر بيقل؟",ask_product_price
"How much is this?",ask_product_price
"What's the price of this item?",ask_product_price
"Can you tell me the cost?",ask_product_price
"How much does this cost?",ask_product_price
"I'd like to know the price, please.",ask_product_price
"What is the price for one unit?",ask_product_price
"What's the total cost?",ask_product_price
"Could I get a price list?",ask_product_price
"What's the price for the small pack?",ask_product_price
"How much for a full case?",ask_product_price
"What's the price per kilogram?",ask_product_price
"Does the price include tax?",ask_product_price
"What is the official price?",ask_product_price
"Is this the final price?",ask_product_price
"Is the price in USD?",ask_product_price
"I'd like to inquire about the price.",ask_product_price
"What's the price after the discount?",ask_product_price
"If I buy in bulk, what would the price be?",ask_product_price
"I just want to know its price.",ask_product_price
"What is the product's price?",ask_product_price
"How much per piece?",ask_product_price
"What's the cost of this?",ask_product_price
"What's the price for a dozen?",ask_product_price
"Does this price include shipping?",ask_product_price
"Can you tell me the product cost?",ask_product_price
"What's the market price for this item?",ask_product_price
"Is the price negotiable?",ask_product_price
"What's the price on the website?",ask_product_price
"What is the price of this item?",ask_product_price
"Can you give me the price?",ask_product_price
"I want to know how much it costs.",ask_product_price
"Price for a single piece, please.",ask_product_price
"What is the final price?",ask_product_price
"Is the displayed price the retail price?",ask_product_price
"How much does this product cost?",ask_product_price
"I want a price list for similar products.",ask_product_price
"How much will this set me back?",ask_product_price
"Is there a special price for large quantities?",ask_product_price
"What is the price after adding taxes?",ask_product_price
"How much does this cost?",ask_product_price
"I want to know the price before I decide.",ask_product_price
"Does the price vary by color?",ask_product_price
"What is the average price for this product?",ask_product_price
"Is the price the same for new customers?",ask_product_price
"Are there any additional fees on this price?",ask_product_price
"I would like an official price quote.",ask_product_price
"أستخدم المنتج ده إزاي؟",how_to_use_product
"إيه أفضل طريقة لتحضيره؟",how_to_use_product
"المنتج ده بيتجهز إزاي؟",how_to_use_product
"محتاج يتسخن قبل التقديم؟",how_to_use_product
"ممكن شرح لطريقة التحضير؟",how_to_use_product
"هل يتقدم سخن ولا بارد؟",how_to_use_product
"محتاج طبخ ولا جاهز على التقديم؟",how_to_use_product
"ينفع أستخدمه في وصفات تانية؟",how_to_use_product
"الكمية المناسبة للاستخدام قد إيه؟",how_to_use_product
"يتخزن إزاي بعد الفتح؟",how_to_use_product
"ممكن يتحط في الميكروويف؟",how_to_use_product
"هل فيه تعليمات معينة قبل ما أستخدمه؟",how_to_use_product
"هل محتاج تخفيف قبل الاستخدام؟",how_to_use_product
"هل فيه مدة صلاحية بعد الفتح؟",how_to_use_product
"ممكن يتسخن كذا مرة؟",how_to_use_product
"ينفع أسيبه برا التلاجة بعد الاستخدام؟",how_to_use_product
"هل في طريقة معينة للتقديم؟",how_to_use_product
"ينفع أضيف عليه مكونات تانية؟",how_to_use_product
"لو جالي طلب دليفري، أستخدمه على طول؟",how_to_use_product
"لو اتجمد، أسيبه يفك إزاي؟",how_to_use_product
"هل فيه فيديو بيشرح تحضيره؟",how_to_use_product
"ينفع أحطه على الساندويتشات؟",how_to_use_product
"أستخدمه كإيه؟ صنف رئيسي ولا جانبي؟",how_to_use_product
"بيتحط فين في الوجبة؟",how_to_use_product
"هل يتقلب قبل الاستخدام؟",how_to_use_product
"هل بيتحط في الفرن؟",how_to_use_product
"ممكن أستخدمه كـ topping؟",how_to_use_product
"هل يتاكل ناي؟",how_to_use_product
"المطاعم الكبيرة بتستخدمه إزاي؟",how_to_use_product
"إزاي أستفيد منه بأقصى شكل؟",how_to_use_product
"هل محتاج توابل إضافية؟",how_to_use_product
"هل بيحتاج تقليب على النار؟",how_to_use_product
"ممكن أستخدمه في بوفيه مفتوح؟",how_to_use_product
"هل فيه خطوات تجهيز لازم أعملها قبله؟",how_to_use_product
"هل يتناسب مع السرفيس السريع؟",how_to_use_product
"هل المنتج ده محتاج نقع قبل الطبخ؟",how_to_use_product
"هل بيتحط على طبق لوحده ولا مع مكونات تانية؟",how_to_use_product
"إزاي أجهزه في أقل وقت؟",how_to_use_product
"ممكن أطبخه في جريل ولا محتاج حاجة تانية؟",how_to_use_product
"هل آمن للتقديم للأطفال في المطاعم؟",how_to_use_product
"هل بينفع يتحط في الكاترينج؟",how_to_use_product
"هل المنتج ده بيفضل طازة بعد التحضير؟",how_to_use_product
"هل فيه أي حاجة أتجنبها وأنا بجهزه؟",how_to_use_product
"أسيبه يسخن قد إيه؟",how_to_use_product
"هل ممكن يتحط في bain marie؟",how_to_use_product
"ينفع أستخدمه مع نوع أكل تاني؟",how_to_use_product
"هل في درجة حرارة معينة للتقديم؟",how_to_use_product
"How do I use this product?",how_to_use_product
"هل محتاج أفك تجميده قبل الاستخدام؟","how_to_use_product"
"أسيبه يفك في درجة حرارة الغرفة ولا التلاجة؟","how_to_use_product"
"هل يتحط على النار مباشرة؟","how_to_use_product"
"هل محتاج يتصفى من أي سوائل؟","how_to_use_product"
"ممكن أقدمه في وجبة غداء؟","how_to_use_product"
"هل مناسب كحشو للسندوتشات؟","how_to_use_product"
"ينفع أقطعه قبل الاستخدام؟","how_to_use_product"
"لو فضل جزء، أعمل بيه إيه؟","how_to_use_product"
"هل محتاج ألبسه gloves وأنا بجهزه؟","how_to_use_product"
"هل مناسب للأنظمة الغذائية النباتية؟","how_to_use_product"
"هل ينفع يتحط على بيتزا؟","how_to_use_product"
"إزاي أقدمه لضيوف VIP؟","how_to_use_product"
"هل في وقت معين لازم يتحضر فيه؟","how_to_use_product"
"لو برد بعد التسخين، أعمل إيه؟","how_to_use_product"
"هل في خطورة من إعادة تسخينه؟","how_to_use_product"
"هل ممكن يدخل ضمن قائمة الإفطار؟","how_to_use_product"
"هل ممكن يتحط في بوكس وجبات؟","how_to_use_product"
"هل ينفع أستخدمه مع اللحوم؟","how_to_use_product"
"هل محتاج يتقلب باستمرار؟","how_to_use_product"
"هل ممكن يبان طعمه أقوى مع إضافات؟","how_to_use_product"
"هل الأفضل أقدمه سايب ولا مغلف؟","how_to_use_product"
"هل في مدة معينة بين التسخين والتقديم؟","how_to_use_product"
"هل ممكن يتحط في طبق تقديم مباشر؟","how_to_use_product"
"هل ينفع أستخدمه في سوشي؟","how_to_use_product"
"ينفع أضيف عليه صوص معين؟","how_to_use_product"
"هل يتغير طعمه مع الميكروويف؟","how_to_use_product"
"هل بيتسخن على نار هادية ولا عالية؟","how_to_use_product"
"هل بينفع يتحط في البوفيه المفتوح لفترة طويلة؟","how_to_use_product"
"هل محتاج تقطيع قبل التقديم؟","how_to_use_product"
"هل له استخدام غير الأكل المباشر؟","how_to_use_product"
"هل محتاج يتقلب قبل ما يتحط في الطبق؟","how_to_use_product"
"هل يتحط في طبق ستانلس ولا بورسلين؟","how_to_use_product"
"ممكن أقدمه كـ snack؟","how_to_use_product"
"هل يتاكل مع عيش؟","how_to_use_product"
"هل بينفع يتحط في wrap؟","how_to_use_product"
"هل بيحتاج preheating؟","how_to_use_product"
"هل في وقت محدد للتحضير قبل الطلب؟","how_to_use_product"
"هل في step-by-step instructions؟","how_to_use_product"
"هل الأفضل يتقدم لوحده؟","how_to_use_product"
"هل ممكن يستخدموه في البار؟","how_to_use_product"
"هل في فرق لو تسخن على بخار؟","how_to_use_product"
"هل ينفع أقدمه على صينية؟","how_to_use_product"
"هل بيتاكل بمعلقة ولا شوكة؟","how_to_use_product"
"هل بينفع يقدم مع شوربة؟","how_to_use_product"
"هل بيناسب الضيوف اللي عندهم حساسية؟","how_to_use_product"
"هل محتاج أضيف زيت؟","how_to_use_product"
"ينفع أقدمه في المناسبات الكبيرة؟","how_to_use_product"
"هل بيتقدم بارد في بعض الحالات؟","how_to_use_product"
"هل ممكن أقدمه في سلطة؟","how_to_use_product"
"هل ممكن أقدمه كـ canapé؟","how_to_use_product"
"ينفع أستخدمه في catering؟","how_to_use_product"
"هل يتحط في طبق غويط ولا مسطح؟","how_to_use_product"
"هل ينفع يتحط في ساندوتش للأطفال؟","how_to_use_product"
"هل بيتاكل على طول بعد الطبخ؟","how_to_use_product"
"هل بيناسب حفلات الزفاف؟","how_to_use_product"
"هل في طريقة تقديم تخليني أزود السعر؟","how_to_use_product"
"ينفع أقدمه في breakfast buffet؟","how_to_use_product"
"هل ممكن يتقدم في أكواب؟","how_to_use_product"
"ينفع يتحط على رز؟","how_to_use_product"
"هل في وصفات مقترحة ليه من المورد؟","how_to_use_product"
"هل بيتغير شكله مع التسخين؟","how_to_use_product"
"هل في مدة صلاحية للتحضير بعد الفتح؟","how_to_use_product"
"هل في packaging مناسب للتقديم؟","how_to_use_product"
"هل أسيبه يبرد قبل ما أقدمه؟","how_to_use_product"
"هل يتأثر بجو المطبخ؟","how_to_use_product"
"هل محتاج يتسخن قبل ما يتحط في السرفيس؟","how_to_use_product"
"هل فيه طريقة لتقديمه للأطفال؟","how_to_use_product"
"هل ينفع يستخدم في رمضان؟","how_to_use_product"
"هل ممكن أقدمه مع جبنة؟","how_to_use_product"
"هل محتاج يتغطى بعد التسخين؟","how_to_use_product"
"هل محتاج أضيف له مية وهو على النار؟","how_to_use_product"
"هل فيه وصفة مكتوبة على العبوة؟","how_to_use_product"
"هل أقدر أجهزه قبل بيوم؟","how_to_use_product"
"هل ممكن يدخل في أطباق fusion؟","how_to_use_product"
"هل بينفع في أطباق سريعة التحضير؟","how_to_use_product"
"هل محتاج يتصفى بعد التسخين؟","how_to_use_product"
"هل المنتج فيه أجزاء محتاجة إزالة قبل الاستخدام؟","how_to_use_product"
"هل فيه طريقة لتقليل الدهون فيه؟","how_to_use_product"
"هل المنتج ده مناسب للتسخين بالبخار؟","how_to_use_product"
"هل يتحط في صواني catering؟","how_to_use_product"
"هل ممكن أقدمه في lunch box؟","how_to_use_product"
"هل بينفع يتحضر مسبقًا ويُخزن؟","how_to_use_product"
"هل محتاج يتقدم على دفعات؟","how_to_use_product"
"هل الأفضل أسيبه يرتاح بعد التسخين؟","how_to_use_product"
"هل ممكن أسيبه يتحمر؟","how_to_use_product"
"هل محتاج صوص جانبي؟","how_to_use_product"
"هل في وقت معين بيكون طعمه أفضل؟","how_to_use_product"
"هل في نوع خبز معين بيناسب التقديم؟","how_to_use_product"
"هل المنتج ده يتسخن في water bath؟","how_to_use_product"
"هل محتاج أسيبه مغطي بعد التحضير؟","how_to_use_product"
"هل لازم أراعي أي خطوات للسلامة الغذائية؟","how_to_use_product"
"هل بينفع أقدمه في buffet style؟","how_to_use_product"
"هل ممكن يتحط في delivery container مباشرة؟","how_to_use_product"
"هل المنتج مناسب للدايت؟","how_to_use_product"
"هل ممكن يتسخن بالبلاستيك؟","how_to_use_product"
"هل محتاج يتقلب وهو في الباين ماري؟","how_to_use_product"
"هل المنتج حساس للحرارة؟","how_to_use_product"
"هل أقدر أضيفه لأطباق الكاري؟","how_to_use_product"
"هل لازم أعمله portioning قبل الاستخدام؟","how_to_use_product"
"هل ممكن أستخدمه كـ base لوصفة؟","how_to_use_product"
"هل في وقت صلاحية بعد ما أجهزه؟","how_to_use_product"
"هل محتاج gloves وأنا بفتحه؟","how_to_use_product"
"هل لازم يتحط في حرارة معينة عشان يحافظ على قوامه؟","how_to_use_product"
"هل لازم أتابع درجة الحرارة طول فترة التحضير؟","how_to_use_product"

"المنتج ده فيه كام سعر حراري؟",ask_nutrition_facts
"ممكن أعرف القيمة الغذائية بتاعته؟",ask_nutrition_facts
"هل هو مناسب للدايت؟",ask_nutrition_facts
"فيه سكر كتير؟",ask_nutrition_facts
"نسبة البروتين فيه قد إيه؟",ask_nutrition_facts
"هل المنتج ده خالي من الجلوتين؟",ask_nutrition_facts
"الدهون فيه عالية؟",ask_nutrition_facts
"مناسب للكيتو دايت؟",ask_nutrition_facts
"ممكن تفاصيل السعرات الحرارية؟",ask_nutrition_facts
"هل فيه مواد حافظة؟",ask_nutrition_facts
"ينفع لمرضى السكر؟",ask_nutrition_facts
"نسبة الكربوهيدرات فيه كام؟",ask_nutrition_facts
"الجبنة دي دسمها خفيف؟",ask_nutrition_facts
"هل فيه دهون مشبعة؟",ask_nutrition_facts
"القيمة الغذائية لكل ١٠٠ جرام لو سمحت.",ask_nutrition_facts
"هل فيه أي مكونات ممكن تسبب حساسية؟",ask_nutrition_facts
"هل المنتج نباتي (فيجان)؟",ask_nutrition_facts
"هل فيه لاكتوز؟",ask_nutrition_facts
"كمية الصوديوم فيه قد إيه؟",ask_nutrition_facts
"هل هو عضوي (أورجانيك)؟",ask_nutrition_facts
"نسبة الألياف فيه كام؟",ask_nutrition_facts
"هل هو منخفض الصوديوم؟",ask_nutrition_facts
"ما هي الفيتامينات والمعادن الموجودة فيه؟",ask_nutrition_facts
"هل يحتوي على أي محليات صناعية؟",ask_nutrition_facts
"مصدر البروتين فيه إيه؟",ask_nutrition_facts
"هل هو منتج كامل الدسم؟",ask_nutrition_facts
"هل هو مناسب للأطفال؟",ask_nutrition_facts
"ممكن جدول الحقائق الغذائية؟",ask_nutrition_facts
